allergens,product_name,fat_100g,energy_100g,sugars_100g,carbohydrates_100g,fiber_100g,proteins_100g,potassium_100g
,"Penne Rigate Pasta, Enriched Macaroni Product",1.79,1494.0,3.57,73.21,3.6,12.5,
,"Farfalle Pasta, Enriched Macaroni Product",1.79,1494.0,3.57,73.21,3.6,12.5,
,"Fettuccine Pasta, Enriched Macaroni Product",1.79,1494.0,3.57,73.21,3.6,12.5,
,"Rigatoni Pasta, Enriched Macaroni Product",1.79,1494.0,3.57,73.21,3.6,12.5,
,"Penne Rigate, Whole Wheat Macaroni Product",1.79,1343.0,3.57,73.21,10.7,12.5,
,"Select, Wide Egg Noogles",3.51,1540.0,3.51,68.42,3.5,15.79,
,"Select, Kluski Egg Noodles",3.51,1540.0,3.51,68.42,3.5,15.79,
,"Lasagna Pasta, Enriched Macaroni Product",1.79,1494.0,3.57,73.21,3.6,12.5,
,White Kernels Popcorn,5.26,1540.0,,71.05,15.8,10.53,
,Yellow Kernels Popcorn,2.63,1322.0,,73.68,13.2,10.53,
,White Kernel Popcorn,5.26,1540.0,0.0,71.05,15.8,10.53,
,Organic Yellow Popping Corn,4.55,1523.0,0.0,72.73,12.1,9.09,
,Yellow Kernels Popcorn,2.63,1322.0,0.0,73.68,13.2,10.53,
,"Popcorn, Extra Butter",30.3,2155.0,0.0,51.52,12.1,6.06,
,Natural Light Popcorn,15.15,1774.0,0.0,60.61,15.2,9.09,
,"Popcorn, Butter",30.3,2029.0,0.0,51.52,12.1,6.06,
,Butter Light Popcorn,15.15,1774.0,0.0,60.61,15.2,9.09,
,"Instant Mashed Potatoes, Butter & Herb",2.17,1456.0,4.35,78.26,4.3,8.7,
,"Instant Mashed Potatoes, Roasted Garlic",0.0,1456.0,4.35,78.26,4.3,8.7,
,Buttery Homestyle Mashed Potatoes,16.07,1795.0,3.57,64.29,3.6,,
,Roasted Garlic Flavored Mashed Potatoes,5.36,1343.0,0.0,60.71,7.1,7.14,
,"Mashed Potatoes, Four Cheese",7.14,1343.0,3.57,60.71,7.1,7.14,
,Deluxe Baked Flavored Mashed Potatoes,12.5,1494.0,3.57,64.29,7.1,7.14,
,Instant Rice,0.0,1523.0,0.0,81.82,2.3,9.09,
,Instant Rice,0.0,1523.0,0.0,81.82,2.3,9.09,
,Instant Rice,0.0,1523.0,0.0,81.82,2.3,9.09,
,Instant Rice,3.49,1460.0,0.0,74.42,4.7,9.3,
,Long Grain Rice,0.0,1393.0,0.0,73.33,2.2,6.67,
,Long Grain Rice,0.0,1393.0,0.0,73.33,2.2,6.67,
,Long Grain Rice,0.0,1393.0,0.0,73.33,2.2,6.67,
,Organic Long Grain White Rice,1.11,1490.0,0.0,77.78,0.0,6.67,
,Pilaf Rice Mix,1.79,1418.0,0.0,75.0,3.6,8.93,0.0
,"Potatoes, Sour Cream & Chives",1.79,1343.0,3.57,75.0,7.1,7.14,
,Three Cheese Scalloped Potatoes,3.57,1494.0,7.14,75.0,7.1,7.14,
,Instant Mashed Potatoes,0.0,1540.0,0.0,78.95,5.3,10.53,
,Instant Mashed Potatoes,0.0,1540.0,0.0,78.95,5.3,10.53,
,Hash Brown Potatoes,0.0,1548.0,0.0,77.78,7.4,7.41,
,Scalloped Potatoes,3.7,1548.0,3.7,74.07,7.4,7.41,
,Scalloped Potatoes Creamy Sauce,0.0,1494.0,3.57,75.0,7.1,7.14,
,Au Gratin Potatoes,0.0,1494.0,0.0,78.57,7.1,7.14,
,"Quick Rice, Whole Grain Brown Rice",1.79,360.0,0.0,15.71,1.4,2.14,
,"Quick Rice, Long Grain & Wild Rice",1.32,444.0,0.0,19.87,0.7,2.65,
,Raisins,0.0,1343.0,71.43,78.57,7.1,0.0,0.7859999999999999
,Raisins,0.0,1360.0,72.5,77.5,5.0,2.5,0.775
,100% Natural Raisins,0.0,1360.0,72.5,77.5,5.0,2.5,0.775
,100% Natural Raisins,0.0,1360.0,72.5,77.5,5.0,2.5,0.775
,Mint Chocolate Fudge,11.9,1594.0,54.76,59.52,2.4,2.38,
,Dark Chocolate Caramel Fudge,13.95,1556.0,53.49,69.77,4.6,2.33,
,Dried Plums Prunes,0.0,1151.0,32.5,65.0,5.0,2.5,0.725
,Dried Sweetened Cranberries,0.0,1360.0,67.5,82.5,5.0,0.0,0.11199999999999999
,Organic Raisins,0.0,1360.0,72.5,77.5,5.0,2.5,0.775
,Salted Whole Cashews,46.43,2389.0,3.57,28.57,3.6,17.86,
,Halves & Pieces Salted Cashews,46.43,2389.0,3.57,28.57,3.6,17.86,
,"Party Peanuts, Salted",53.57,2540.0,3.57,21.43,7.1,17.86,
,"Halves & Pieces Cashews, Lightly Salted",46.43,2389.0,3.57,28.57,3.6,17.86,
,Roasted & Salted Almonds,53.57,2540.0,3.57,17.86,10.7,21.43,0.679
,"Dry Roasted Peanuts, Lightly Salted",50.0,2389.0,3.57,21.43,7.1,25.0,
,"Halves & Pieces Cashews, Salted",46.43,2389.0,3.57,28.57,3.6,17.86,0.607
,"Dry Roasted Peanuts, Honey Roasted",51.61,2699.0,12.9,19.35,6.5,25.81,
,Almonds Slivered,50.0,2389.0,3.57,21.43,10.7,21.43,
,Chopped Pecans,71.43,2841.0,3.57,14.29,10.7,10.71,
,Walnuts Halves And Pieces,64.29,2690.0,3.57,14.29,7.1,14.29,
,"Almonds, Natural Sliced",50.0,2389.0,3.57,21.43,10.7,21.43,
,"Organic Authentic Italian Thin Crust Pizza, Margherita",12.7,975.0,3.7,22.22,2.1,9.52,
,Organic Authentic Italian Thin Crust Pizza,6.45,854.0,2.69,25.27,3.2,9.68,
,"Thin & Crisp Supreme Pizza, Sausage, Pepperoni, Green Peppers & Onions",10.16,883.0,2.34,21.09,1.6,9.38,0.195
,"Thin & Crispy Combo Pizza, Pepperoni & Sausage",10.66,962.0,2.46,22.13,1.6,9.84,0.205
,"Woven Wheats, Baked Crackers, Rosemary & Olive Oil",14.29,1795.0,3.57,71.43,10.7,7.14,0.375
,All-Purpose Crackers,20.0,1954.0,6.67,66.67,6.7,6.67,0.133
,Roasted Vegetable Crackers,21.88,2092.0,6.25,62.5,0.0,6.25,0.125
,Mini Marshmallows,0.0,1255.0,60.0,76.67,,3.33,
,Marshmallows,0.0,1343.0,67.86,78.57,,3.57,
,Mini Marshmallows,0.0,1506.0,72.0,88.0,,4.0,
,Pretzels Sticks,1.67,1536.0,0.0,80.0,3.3,10.0,
,Mini Twists Pretzels,3.33,1674.0,0.0,80.0,3.3,10.0,
,Sourdough Pretzel Nuggets Sourdough,0.0,1485.0,0.0,80.65,3.2,9.68,0.113
,"Pretzel Pieces, Honey Mustard Onion",21.43,2092.0,7.14,60.71,3.6,7.14,0.125
,Pretzel Pieces,17.86,1941.0,0.0,67.86,3.6,7.14,0.107
,"Pretzel Flats, Original",1.79,1644.0,3.57,82.14,3.6,10.71,
,"Pretzel Flats, Hot Buffalo",7.14,1644.0,3.57,78.57,3.6,7.14,
,"Pretzels Flats, Honey, Mustard Onion",7.14,1644.0,3.57,78.57,3.6,7.14,
,Air Popped Potato Chips,14.29,1795.0,10.71,71.43,3.6,7.14,0.607
,Air Popped Potato Chips,14.29,1795.0,3.57,71.43,3.6,7.14,0.679
,Air Popped Potato Chips,14.29,1795.0,7.14,67.86,3.6,7.14,0.7140000000000001
,Smart Kettle Corn Popcorn,17.86,1941.0,17.86,71.43,10.7,7.14,
,"Ripple Potato Chips, Jalapeno Popper",32.14,2243.0,3.57,53.57,3.6,7.14,
,"Ripple Potato Chips, Sour Cream & Cheddar",32.14,2243.0,3.57,57.14,3.6,7.14,1.214
,"Potato Chips, Sour Cream & Onion",35.71,2389.0,3.57,53.57,3.6,7.14,1.25
,Bite Size Tortilla Chips,27.59,2163.0,0.0,62.07,3.4,6.9,
,"Tortilla Chips, Nacho Cheese",28.57,2243.0,3.57,57.14,3.6,7.14,0.28600000000000003
,White Pocorn,40.0,2510.0,0.0,46.67,13.3,6.67,
,"Flavored Popcorn, White Cheddar",35.71,2389.0,3.57,50.0,10.7,7.14,0.429
,"Popcorn, Cheddar",30.0,2230.0,6.67,53.33,6.7,10.0,
,Ripple Potato Chips,35.71,2389.0,0.0,57.14,3.6,7.14,1.214
,Pretzels,3.57,1494.0,0.0,75.0,3.6,7.14,
,Simply Popcorn,25.0,2092.0,0.0,60.71,10.7,10.71,
,Simply Popcorn,25.0,2092.0,0.0,56.25,12.5,6.25,
,Pretzel Twists,1.67,1536.0,0.0,76.67,3.3,10.0,
,"Potato Chips, Barbecue",35.71,2389.0,3.57,53.57,3.6,7.14,1.179
,"Ripple Potato Chips, Sour Cream & Cheddar",32.14,2243.0,3.57,57.14,3.6,7.14,1.214
,"Potato Chips, Original",35.71,2389.0,0.0,53.57,3.6,7.14,1.179
,"Ripple Potato Chips, Ripple",35.71,2389.0,0.0,57.14,3.6,,1.214
,"Potato Chips, Sour Cream & Onion",35.71,2389.0,3.57,53.57,3.6,7.14,1.25
,Potato Chips,28.57,2243.0,3.57,57.14,3.6,7.14,
,Mixed Veggie Chips,25.0,1941.0,3.57,53.57,3.6,3.57,
,Natural Mixed Veggie Straws,25.0,1941.0,3.57,57.14,0.0,3.57,
,Tortilla Chips,25.0,2092.0,3.57,64.29,7.1,7.14,
,"Tortilla Chips, Multigrain Ultimate Dippers",25.0,2092.0,3.57,64.29,7.1,7.14,
,Pork Seasoning And Coating Mix,9.09,1523.0,9.09,72.73,0.0,9.09,
,Chicken Seasoning And Coating Mix,10.0,1674.0,0.0,70.0,0.0,10.0,
,"Penguins Baked Snack Crackers, Cheddar",15.0,1674.0,3.33,56.67,0.0,6.67,
,"Graham Crackers, Honey",5.71,1674.0,22.86,80.0,5.7,5.71,0.171
,Saltine Crackers,10.0,1954.0,0.0,73.33,0.0,6.67,
,"Graham Crackers, Honey",9.68,1753.0,25.81,77.42,3.2,6.45,
,Oyster Crackers,10.0,1674.0,0.0,73.33,0.0,6.67,
,"Graham Crackers, Cinnamon",11.29,1753.0,25.81,77.42,3.2,6.45,0.177
,Baked Woven Wheats Crackers,19.35,1891.0,0.0,67.74,9.7,9.68,0.371
,Organic Grain Hearty Wheat Flatbread,7.14,1795.0,7.14,78.57,7.1,7.14,0.179
,"Organic Grain Flatbread, Rosemary & Sea Salt",7.14,1795.0,7.14,78.57,7.1,7.14,0.179
,"Roundys, Water Crackers",10.71,1795.0,0.0,78.57,7.1,7.14,
,Peppercorn & Poppy Water Crackers,10.71,1795.0,0.0,78.57,7.1,7.14,
,"Gourmet Crackers, Original",21.43,2092.0,7.14,64.29,0.0,7.14,0.071
,"Sandwich Creme Cookies, Vanilla",20.0,2033.0,34.29,74.29,2.9,5.71,
,"O's Sandwich Creme Cookies, Vanilla",20.0,2033.0,34.29,74.29,2.9,5.71,
,Chocolate Sandwich Creme Cookies,17.14,1912.0,40.0,74.29,2.9,5.71,
,Real Chocolate Chip Chewy Cookies,22.22,2013.0,29.63,66.67,0.0,3.7,
,Chunky Real Chocolate Chip Cookies,21.88,2092.0,37.5,62.5,0.0,6.25,
,"Sandwich Creme Cookies, Vanilla",17.31,1933.0,34.62,73.08,0.0,3.85,
,"Sandwich Creme Cookies, Chocolate",19.23,1933.0,34.62,73.08,3.8,3.85,
,"Assorted Sandwich Creme Cookies, Chocolate & Vanilla",17.31,1933.0,34.62,73.08,3.8,3.85,
,"Vanilla Wafers, Vanilla",12.19,,,75.0,1.6,,
,Fudge Grahams Cookies,25.0,2092.0,35.71,64.29,3.6,3.57,
,"Baked Cheese Crackers, Cheddar",26.67,2092.0,0.0,60.0,3.3,10.0,0.1
,"Old Fashioned Assorted Cookies, Oatmeal, Iced Oatmeal And Chocolate Chip",19.5,,,70.0,0.0,,
,Iced Oatmeal Cookies,20.0,1954.0,30.0,66.67,0.0,3.33,
,"Old Fashioned Cookies, Chocolate Chip",20.0,1954.0,30.0,70.0,0.0,3.33,
,"Thin Wheat Multigrain Crackers, Crispy Crunchy",20.0,1954.0,6.67,70.0,10.0,6.67,
,"Graham Crackers, Chocolate",8.06,1753.0,22.58,77.42,3.2,6.45,
,Salt,0.0,0.0,,0.0,,0.0,
,Iodized Salt,0.0,0.0,,0.0,,0.0,
,"Select, Four Color Peppercorn Grinder",0.0,837.0,,0.0,,0.0,
,"Select, Black Peppercorn Grinder",0.0,837.0,,0.0,,0.0,
,"Select, Sea Salt Grinder",0.0,0.0,,0.0,,0.0,
,"Select, Cinnamon Sugar Grinder",0.0,1674.0,100.0,100.0,,0.0,
,"Select, Beer, Bacon & Cheddar Seasoning Blend",0.0,1393.0,,0.0,,0.0,
,"Select, Backyard Barbeque Seasoning Blend",0.0,1674.0,,40.0,,0.0,
,Organic Black Chia Seeds,29.17,2092.0,0.0,33.33,33.3,25.0,
,Organic Whole Brown Flaxseed,40.0,2230.0,0.0,26.67,26.7,20.0,0.8
,Ground Golden Flaxseed,40.0,2230.0,0.0,26.67,26.7,20.0,0.8
,Organic Coconut Flour,13.33,1674.0,13.33,60.0,46.7,20.0,
,Shelled Hemp Seeds,50.0,2510.0,0.0,3.33,3.3,33.33,1.2
,Almond Flour Meal,50.0,2389.0,0.0,21.43,14.3,21.43,0.75
,Creamy Milk Chocolate Frosting,18.18,1774.0,60.61,63.64,3.0,0.0,
,Buttercream Frosting,15.62,1833.0,65.62,65.62,0.0,0.0,
,Creamy Fudge Frosting,18.18,1774.0,57.58,63.64,3.0,0.0,
,"Select, Double Dutch Chocolate Creme Cake",9.86,1238.0,33.8,52.11,2.8,4.23,
,"Creme Cake, Cinnamon Swirl",8.45,1297.0,38.03,57.75,1.4,2.82,
,Handcrafted Creme Cake,8.45,1121.0,26.76,46.48,1.4,4.23,
,Handcrafted Creme Cake,9.86,1238.0,28.17,47.89,1.4,4.23,
,Italian Bread,1.79,1197.0,0.0,57.14,3.6,10.71,
,French Bread,1.79,1197.0,0.0,53.57,3.6,10.71,
,Iced Brownies,9.21,1322.0,47.37,60.53,2.6,2.63,
,Easter Pink Frosted Brownies,9.21,1322.0,47.37,60.53,2.6,2.63,
,Easter Blue Frosted Brownies,10.53,1431.0,47.37,63.16,2.6,2.63,
,"Supermarkets, Inc, Creme Cake, Pistachio Almonds",9.86,1180.0,29.58,46.48,1.4,4.23,
,"Creme Cake, Orange Blossom",8.45,1238.0,30.99,50.7,0.0,4.23,
,"Creme Cake, Coconut Sour Cream",12.68,1238.0,26.76,45.07,2.8,4.23,
,Christmas Brownies,11.84,1540.0,47.37,60.53,2.6,5.26,
,Ice Cream Cups,0.0,1858.0,0.0,88.89,0.0,0.0,
,100% Pure Corn Starch,0.0,1569.0,,87.5,,0.0,
,Granulated Sugar,0.0,1569.0,100.0,100.0,,0.0,
,"Organic, Premium Light Agave Nectar",0.0,1393.0,66.67,76.19,,0.0,
,Premium Amber Agave Nectar,0.0,1393.0,66.67,76.19,,0.0,
,Dark Brown Sugar,0.0,1569.0,100.0,100.0,,0.0,
,Powdered Sugar,0.0,1674.0,96.67,100.0,,0.0,
,Light Brown Sugar,0.0,1569.0,100.0,100.0,,0.0,
,Sweetener With Saccharin,0.0,0.0,,100.0,,0.0,
,Sucralose Sweetener,0.0,0.0,,100.0,,0.0,
,All-Purpose Flour,0.0,1393.0,3.33,73.33,3.3,10.0,0.11699999999999999
,All-Purpose Flour,0.0,1393.0,3.33,73.33,3.3,10.0,0.11699999999999999
,Whole Wheat Flour,3.23,1351.0,3.23,67.74,12.9,12.9,
,Corn Oil,100.0,3586.0,0.0,0.0,0.0,0.0,
,Sunflower Oil,100.0,3586.0,,0.0,,0.0,
,Iodized Salt & Black Pepper Set,0.0,0.0,,0.0,,0.0,
,Blended Vegetable Oil,100.0,3586.0,,0.0,,0.0,
,Canola Oil,100.0,3586.0,,0.0,,0.0,
,Canola Oil,100.0,3586.0,,0.0,,0.0,
,Canola Oil,100.0,3586.0,,0.0,,0.0,
,Vegetable Oil,100.0,3586.0,,0.0,,0.0,
,Blended Vegetable Oil,100.0,3586.0,,0.0,,0.0,
,Corn Oil,100.0,3586.0,,0.0,,0.0,
,Peanut Oil,100.0,3586.0,,0.0,,0.0,
,Vegetable Oil,100.0,3586.0,,0.0,,0.0,
,Canola Oil,100.0,3586.0,0.0,0.0,0.0,0.0,
,Vegetable Oil,100.0,3586.0,0.0,0.0,0.0,0.0,
,Corn Oil,100.0,3586.0,,0.0,,0.0,
,Extra Virgin Olive Oil,93.33,3347.0,,0.0,,0.0,
,"Select, Extra Virgin Olive Oil",93.33,3347.0,,0.0,,0.0,
,"Select, Pure Olive Oil",93.33,3347.0,,0.0,,0.0,
,"Select, Pure Olive Oil",93.33,3347.0,,0.0,,0.0,
,Extra Virgin Olive Oil,93.33,3347.0,,0.0,,0.0,
,"Select, Extra Light Olive Oil",93.33,3347.0,,0.0,,0.0,
,"Select, Extra Virgin Olive Oil",93.33,3347.0,,0.0,,0.0,
,100% Italian Extra Virgin Olive Oil,93.33,3347.0,,0.0,,0.0,
,Pure Olive Oil,93.33,3347.0,,0.0,,0.0,
,Olive Oil,93.33,3347.0,,0.0,,0.0,
,Olive Oil,93.33,3347.0,,0.0,,0.0,
,100% Italian Extra Virgin Olive Oil,93.33,3347.0,,0.0,,0.0,
,Olive Oil Nonstick Cooking Spray,0.0,0.0,,0.0,,0.0,
,Original Nonstick Cooking Spray,0.0,0.0,,0.0,,0.0,
,"Nonstick Cooking Spray, Butter",0.0,0.0,,0.0,,0.0,
,Vegetable Shortening,100.0,3862.0,0.0,0.0,0.0,0.0,0.0
,Butter Syrup,0.0,1464.0,48.33,88.33,,0.0,
,Original Syrup,0.0,1464.0,55.0,88.33,,0.0,
,Original Syrup,0.0,1464.0,55.0,88.33,,0.0,
,"Syrup, Butter Lite",0.0,699.0,41.67,43.33,1.7,0.0,
,"Original Syrup, Original",0.0,1464.0,55.0,88.33,,0.0,
,"Select, True Maple Syrup",0.0,1393.0,88.33,88.33,0.0,0.0,
,Complete Pancake & Waffle Mix,3.85,1502.0,15.38,69.23,2.6,7.69,
,All-Purpose Baking Mix,13.95,1653.0,2.33,60.47,2.3,9.3,
,Classic White Cake Mix,7.69,1715.0,43.59,79.49,2.6,2.56,
,Classic Yellow Cake Mix,7.69,1715.0,43.59,79.49,2.6,2.56,
,Devils Food Cake Mix,10.26,1715.0,41.03,76.92,2.6,5.13,
,Moist Deluxe Confetti Cake Mix,7.69,1715.0,46.15,79.49,2.6,2.56,
,Angel Food Cake Mix,0.0,1540.0,60.53,84.21,0.0,7.89,
,Fudge Brownie Mix,8.93,1644.0,53.57,82.14,3.6,3.57,
,"Transformers Flavored Snacks, Fruit",4.35,1636.0,52.17,86.96,0.0,0.0,
,"Fruit & Grain Cereal Bars, Raspberry",6.76,1582.0,32.43,72.97,5.4,5.41,0.23
,"Chewy Granola Bars, Peanut Butter Chocolate Chip",12.5,1745.0,29.17,75.0,4.2,8.33,0.25
,"Crunchy Granola Bars, Oats 'N Honey",16.67,1891.0,28.57,69.05,4.8,9.52,0.25
,"Toaster Pastries, Frosted Blueberry",9.62,1611.0,30.77,71.15,1.9,3.85,
,"Toaster Pastries, Frosted Brown Sugar Cinnamon",9.62,1611.0,32.69,71.15,1.9,3.85,
,"Toaster Pastries, Frosted Cherry",9.62,1611.0,30.77,71.15,1.9,3.85,
,"Toaster Pastries, Frosted Strawberry",9.62,1611.0,30.77,71.15,1.9,3.85,
,"Toaster Pastries, Frosted Chocolate Fudge",9.62,1611.0,32.69,71.15,1.9,5.77,
,Assorted Fruit Snakcs,2.17,1636.0,39.13,86.96,0.0,0.0,
,"Instant Oatmeal, Maple & Brown Sugar",4.65,1556.0,20.93,74.42,7.0,9.3,0.267
,"Instant Oatmeal, Apple & Cinnamon",4.29,1552.0,25.71,77.14,8.6,8.57,0.32899999999999996
,"Instant Oatmeal, Regular",7.14,1494.0,0.0,67.86,10.7,10.71,0.35700000000000004
,"Instant Oatmeal, Maple & Brown Sugar",5.88,1477.0,11.76,70.59,8.8,11.76,0.309
,"Instant Oatmeal, Apples & Cinnamon",4.84,1485.0,19.35,74.19,9.7,9.68,0.371
,"Instant Oatmeal, Cranberry Flax",5.0,1569.0,32.5,75.0,7.5,7.5,0.262
,Organic Steel Cut Oats,6.25,1569.0,2.5,67.5,10.0,12.5,
,Old Fashioned Oats,7.5,1569.0,0.0,67.5,10.0,12.5,
,Koo-Kies Sweetened Corn Cereal,3.85,1611.0,38.46,84.62,3.8,3.85,0.154
,"Essentially You, Fruit & Yogurt Cereal, Crispy Rice & Wheat Flakes With Oat & Fruit Clusters & Yogurt-Coated Clusters",3.12,1569.0,31.25,84.38,9.4,6.25,0.188
,Crunchy Oat Cereal,4.46,1569.0,16.07,78.57,8.9,10.71,0.35700000000000004
,Frosted Flakes Sweetened Corn Cereal,0.0,1619.0,38.71,90.32,3.2,3.23,0.065
,"Essentially You, Crisp Rice And Wheat Flakes With Strawberries Cereal, Red Berries",0.0,1485.0,29.03,87.1,9.7,6.45,0.21
,"Corn Flakes, Golden Flakes Of Corn Cereal",0.0,1494.0,7.14,85.71,3.6,7.14,0.107
,Raisin Bran Cereal,1.69,1347.0,28.81,77.97,11.9,6.78,0.542
,Raisin Bran Cereal,1.69,1347.0,28.81,77.97,11.9,8.47,0.6609999999999999
,"Essentially You, Crispy Rice And Wheat Flakes, Vanilla Almond",5.0,1536.0,30.0,83.33,10.0,6.67,0.3
,"Fiber Active, Bran Cereal",3.33,837.0,0.0,83.33,46.7,6.67,0.433
,Bran Flakes Whole Grain Wheat Cereal,1.72,1297.0,17.24,79.31,17.2,10.34,0.586
,Frosted Shredded Wheat Cereal,1.82,1443.0,20.0,81.82,10.9,9.09,0.327
,"Crunchy Granola, Vanilla, Almond",8.16,1707.0,12.24,71.43,8.2,14.29,
,"Tasteeos, Toasted Oat Cereal",5.36,1494.0,3.57,75.0,10.7,10.71,0.607
,"Whole Grain Granola Clusters With Chia Seeds, Cocoa",12.73,1824.0,21.82,72.73,9.1,9.09,
,"Organic Granola, Coconut Almond",21.82,2054.0,9.09,63.64,9.1,10.91,
,Purified Water,0.0,0.0,,0.0,,0.0,
,Mild Salsa,0.0,71.0,3.45,3.45,0.0,0.0,
,Bbq Sauce,0.0,791.0,27.03,48.65,2.7,2.7,
,Blt Pasta Salad,17.62,1142.0,6.17,23.79,0.9,4.41,
,Steakhouse Salad,21.59,,1.76,13.66,0.9,4.41,
,Classic Egg Salad,12.0,711.0,2.0,7.0,0.0,8.0,
,Classic Tuna Salad,17.0,920.0,1.0,3.0,0.0,13.0,
,Organic Tomato Bisque,2.04,172.0,3.67,5.31,0.4,1.22,
,Organic Lentil & Chickpea Soup,0.82,289.0,2.45,11.02,4.5,4.08,
,Tuscan Style Bean & Vegetable Soup,1.63,205.0,2.86,6.94,1.2,1.63,
,Organic Soup,1.22,360.0,1.63,14.29,6.1,4.49,
,Shaved Cheese,28.57,1644.0,0.0,7.14,3.6,25.0,
,Parmesan Grated Cheese,28.57,1644.0,0.0,7.14,3.6,32.14,
,Parmesan Shredded Cheese,28.57,1644.0,0.0,7.14,3.6,32.14,
,Parmesan Shaved Cheese,28.57,1644.0,0.0,7.14,3.6,32.14,
,Three Cheese Blend,28.57,1644.0,0.0,7.14,3.6,25.0,
,Parmesan & Romano Shredded Cheese,40.0,2301.0,0.0,10.0,5.0,40.0,
,Romano Grated Cheese,25.0,1494.0,0.0,7.14,0.0,28.57,
,"Cheese, Parmesan & Romano",28.57,1644.0,0.0,7.14,3.6,28.57,
,"Asiago Shredded Cheese, Nutty And Creamy Buttery",32.14,1644.0,0.0,3.57,0.0,25.0,
,Wisconsin Gorgonzola Cheese Crumbles,28.57,1494.0,3.57,3.57,0.0,21.43,
,Goat Cheese Crumbles,21.43,1197.0,3.57,10.71,0.0,17.86,
,Organic Apple Cider,0.0,209.0,10.0,12.5,0.4,0.0,0.075
,"Organic, Organic 100% Apple Juice",0.0,209.0,10.0,12.5,0.4,0.0,0.075
,"Organic, Organic Honeycrisp Apple Juice, Apple",0.0,209.0,10.0,12.5,0.4,0.0,0.075
,"Gravenstein Apple Juice, Apple",0.0,209.0,10.0,12.5,0.4,0.0,0.075
,Organic Gala Apple Juice,0.0,209.0,10.0,12.5,0.4,0.0,0.075
,Rising Crust Pizza,9.09,996.0,2.8,28.67,1.4,8.39,
,Hickory Barbeque Sauce,0.0,791.0,40.54,48.65,,0.0,
,"Barbeque Sauce, Sweet & Spicy",0.0,791.0,37.84,43.24,,0.0,
,Whole Kernel Baja Corn Blend,1.02,297.0,6.12,13.27,2.0,2.04,
,Spicy Dill Pickle Slices,10.94,916.0,0.0,25.0,0.0,3.12,
,Breaded Green Beans,9.76,1021.0,2.44,32.93,2.4,4.88,
,"Barbeque Sauce, Sweet & Spicy",0.0,791.0,37.84,43.24,,0.0,
,Ultra-Pasteurized Homogenized Half & Half,10.0,556.0,3.33,3.33,0.0,3.33,
,Fat Free Ultra-Pasteurized Half & Half,0.0,280.0,6.67,10.0,0.0,3.33,
,Grade A Ultra-Pasteurized Homogenized Half & Half,10.0,556.0,0.0,3.33,0.0,3.33,
,Light Sour Cream,7.14,523.0,7.14,10.71,0.0,3.57,
,Small Curd Cottage Cheese,2.21,335.0,2.65,3.54,0.0,11.5,
,Large Curd Cottage Cheese,3.98,406.0,1.77,2.65,0.0,11.5,
,Small Curd Cottage Cheese,4.42,406.0,1.77,2.65,0.0,10.62,
,Small Curd Cottage Cheese,0.0,297.0,3.54,4.42,0.0,11.5,
,Cultured Sour Cream,17.86,749.0,3.57,7.14,0.0,3.57,
,Organic Sour Cream,20.0,975.0,6.67,10.0,0.0,6.67,0.25
,Cream Top Yogurt Blended 2% Milk Fat,1.98,259.0,4.85,5.73,0.0,3.08,0.172
,Organic Yogurt,2.06,272.0,4.71,5.88,0.0,3.53,0.17600000000000002
,Organic Cream Top Blended Yogurt,2.06,272.0,3.53,5.88,0.0,3.53,0.17600000000000002
,"Ultra-Pasteurized Sweetened Whipped Topping, Original",20.0,1255.0,20.0,0.0,0.0,0.0,
,Extra Creamy Whipped Topping,20.0,1255.0,20.0,20.0,0.0,0.0,
,"Whipped Topping, Original",20.0,1255.0,20.0,20.0,0.0,0.0,
,Extra Creamy Whipped Topping,20.0,1255.0,20.0,20.0,0.0,0.0,
,"Select, Butter, Unsalted, European Style",85.71,3289.0,0.0,0.0,0.0,0.0,
,Salted Sweet Cream Spreadable Butter With Canola Oil,78.57,2987.0,,0.0,0.0,0.0,
,"Greek Nonfat Yogurt, Strawberry",0.0,364.0,13.33,14.67,0.7,8.0,0.153
,"Traditional Greek Nonfat Yogurt, Blueberry",0.0,335.0,12.0,12.67,0.7,8.0,0.153
,"Traditional Greek Nonfat Yogurt, Peach",0.0,364.0,13.33,14.0,0.7,8.0,0.16699999999999998
,"Greek Nonfat Yogurt, Vanilla",0.0,280.0,9.33,9.33,0.7,8.0,0.153
,Greek Nonfat Yogurt,0.0,280.0,8.67,9.33,0.7,8.0,0.153
,"Greek Nonfat Yogurt, Peach",0.0,280.0,9.33,9.33,0.7,8.0,0.153
,"Greek Nonfat Yogurt, Black Cherry",0.0,280.0,8.67,9.33,0.7,8.0,0.153
,Traditional Greek Nonfat Yogurt,0.0,335.0,12.0,12.67,0.7,8.67,0.17300000000000001
,"Greek Nonfat Yogurt, Blueberry",0.0,280.0,8.0,9.33,0.7,8.0,0.153
,Traditional Greek Nonfat Yogurt,0.0,222.0,4.0,4.0,0.7,10.0,0.193
,"Traditional Non Fat Greek Yogurt, Strawberry",0.0,364.0,13.33,14.67,0.7,8.0,0.153
,"Traditional Greek Nonfat Yogurt, Peach",0.0,364.0,13.33,14.0,0.7,8.0,0.16699999999999998
,"Traditional Greek Nonfat Yogurt, Bluebeery",0.0,335.0,12.0,12.67,0.7,8.0,0.153
