allergens,product_name,fat_100g,energy_100g,sugars_100g,carbohydrates_100g,fiber_100g,proteins_100g,potassium_100g
,"Traditional Greek Nonfat Yogurt, Cherry",0.0,364.0,12.67,13.33,0.7,8.0,0.153
,"Greek Yogurt, Honey",0.0,335.0,11.33,12.0,0.7,9.33,0.18
,"Traditional Greek Nonfat Yogurt, Vanilla",0.0,305.0,9.33,10.0,0.7,8.67,0.16699999999999998
,"Traditional Greek Nonfat Yogurt, Strawberry Banana",0.0,335.0,12.0,12.67,0.7,8.0,0.153
,"Traditional Greek Nonfat Yogurt, Blood Orange",0.0,318.0,11.76,12.35,0.6,8.24,0.153
,Low Fat Yogurt,1.54,536.0,18.94,24.23,0.0,3.96,
,Greek Nonfat Yogurt,0.0,368.0,13.22,14.1,0.4,8.37,0.154
,"Light Grade A Nonfat Yogurt, Strawberry, Banana",0.0,247.0,5.88,11.76,1.8,3.53,
,String Cheese Twists,19.57,1272.0,0.0,4.35,0.0,26.09,
,Whipped Cream Cheese Spread,35.0,1464.0,5.0,5.0,0.0,5.0,
,Light String Cheese,10.71,895.0,0.0,3.57,0.0,25.0,
,Colby Jack Snack Sticks,33.33,1795.0,0.0,0.0,0.0,28.57,
,Ravioli,7.06,1084.0,7.84,43.92,3.9,8.63,
,Authentic Italian Ricotta & Spinach Cappellacci,14.12,1151.0,5.49,28.24,3.1,10.2,
,Authentic Italian Egg Pasta Girasoli,12.55,1151.0,7.06,32.16,2.4,10.98,
,Authentic Italian Porcini & Truffle Cappellacci,15.69,1347.0,1.57,36.08,2.4,10.2,
,"Gelatin Snacks, Strawberry, Orange & Berry Blue",0.0,105.0,5.05,5.05,0.0,1.01,
,Gelatin Snacks,0.0,21.0,0.0,0.0,0.0,1.09,
,"Shredded Organic Colby Jack, Cheddar & Monterey Jack Cheese",32.14,1644.0,0.0,3.57,0.0,25.0,
,Mild White Cheddar Shredded Organic Cheese,32.14,1644.0,0.0,3.57,0.0,25.0,
,"Organic Colby Jack Snack Sticks, Colby & Monterey Jack Cheese",32.14,1644.0,0.0,,0.0,25.0,
,1% Milkfat Lowfat Milk,1.06,197.0,5.08,5.51,0.0,3.39,0.174
,Organic Whole Milk,3.39,268.0,5.08,5.08,0.0,3.39,0.16899999999999998
,Organic 2% Reduced Fat Milk,2.12,230.0,5.08,5.51,0.0,3.39,0.174
,Organic Fat Free Milk,0.0,159.0,5.08,5.51,0.0,3.81,0.17800000000000002
,Organic 2% Milkfat Reduced Fat Milk,3.68,402.0,8.82,9.56,0.0,5.88,0.301
,Organic Fat Free Milk,0.0,276.0,8.82,9.56,0.0,6.62,0.309
,Salted Butter Sweet Cream Sticks,78.57,2987.0,,0.0,,0.0,
,"Chocolate Milk, Chocolate",1.06,197.0,11.02,11.86,0.0,3.39,0.161
,"Low Fat Swiss Style Milk, Chocolate",1.06,301.0,11.02,11.86,0.0,3.39,0.161
,"Smooth And Creamy Almond-Milk, Original",1.04,105.0,2.92,3.33,0.4,0.42,0.075
,"Unsweetened Almond-Milk, Original",1.27,71.0,0.42,0.85,0.4,0.42,0.08
,"Natural Lemonade, Strawberry",0.0,192.0,11.25,11.67,0.0,0.0,
,Southern Style Sweet Tea,0.0,138.0,7.92,8.33,0.0,0.0,
,Fat Free Sour Cream,0.0,372.0,7.14,10.71,0.0,7.14,
,Cream Cheese,32.14,1343.0,7.14,7.14,0.0,7.14,
,Neufchatel Cheese,21.43,1046.0,3.57,7.14,0.0,3.57,
,Onion And Chives Cream Cheese Spread,26.67,1255.0,6.67,6.67,0.0,6.67,
,"Cream Cheese Spread, Strawberry",26.67,1393.0,13.33,16.67,0.0,3.33,
,Regular Cream Cheese Spread,30.0,1255.0,6.67,6.67,0.0,6.67,
,"Cream Cheese, Light",16.67,837.0,3.33,10.0,0.0,6.67,
,Grated Parmesan Cheese,30.0,2092.0,0.0,0.0,0.0,40.0,
,Light String Cheese,10.71,895.0,0.0,3.57,0.0,25.0,
,Fancy Shredded Colby Jack Cheeses,32.14,1644.0,0.0,3.57,0.0,25.0,
,"Select, Shredded Mozzarella Cheese",21.43,1197.0,0.0,3.57,0.0,28.57,
,White Cheddar Cheese Curd,32.14,1644.0,0.0,3.57,0.0,25.0,
,Conefzionato Da Zuarina Spa,16.67,1059.0,0.0,0.0,0.0,26.67,
,100% Pure Beef 1/3 Pound Patties,19.87,1054.0,0.0,0.0,0.0,18.54,
,Beef Patties With Cheddar,23.84,1276.0,0.0,0.66,0.0,17.22,
,100% Pure Beef 1/3 Pound Patties With Swiss Cheese & Mushroom,20.53,1079.0,0.0,1.99,0.0,15.23,
,Beef Patties,18.54,996.0,0.66,1.99,0.0,15.23,
,Beef Patties,24.5,1276.0,0.66,1.99,0.0,18.54,
,Beef Patties,23.18,1138.0,0.66,1.32,0.0,13.25,
,"Select, Chicken Sausage, Green Pepper & Mozzarella Cheese",10.39,761.0,0.0,2.6,1.3,19.48,
,"Select, Chicken Sausage, Sweet Apple",6.49,653.0,6.49,9.09,1.3,14.29,
,"Select, Chicken Sausage, Spinach & Feta Cheese",9.09,653.0,0.0,1.3,0.0,15.58,
,"Select, Chicken Sausage, Roasted Garlic & Mushroom",9.09,761.0,1.3,5.19,1.3,16.88,
,"Select, Chicken Sausage, Three Cheese",9.09,707.0,0.0,3.9,1.3,16.88,
,"Select, Chicken Sausage, Sun-Dried Tomato & Basil",7.79,653.0,2.6,3.9,0.0,18.18,
,"Select, Chicken Sausage, Cordon Bleu, Made With Chicken Thigh, Diced Ham And Swiss Cheese",9.09,707.0,1.3,2.6,0.0,18.18,
,Salami Artigianali,35.71,1795.0,3.57,3.57,0.0,17.86,
,Old World Pepperoni,42.86,1941.0,0.0,0.0,0.0,17.86,
,Natural Blend Of Monterey Jack Cheese & Jalapeno Peppers,32.14,1644.0,0.0,3.57,0.0,25.0,
,Original English Muffins,1.75,954.0,1.75,43.86,3.5,8.77,
,"English Muffins, Original",1.75,954.0,1.75,43.86,3.5,8.77,
,"English Muffins, Cinnamon Raisin",1.75,954.0,8.77,45.61,3.5,8.77,
,Sourdough English Muffins,1.75,954.0,1.75,43.86,3.5,8.77,
,Gourmet Molasses Crinkle Cookie Dough,11.84,1653.0,36.84,68.42,0.0,5.26,0.145
,Gourmet Red Velvet Cookie Dough,15.79,1761.0,44.74,65.79,0.0,5.26,0.105
,"Cookie Dough, Chocolate Chunk",18.42,1870.0,39.47,63.16,0.0,5.26,0.132
,Gourmet Turtle Cookie Dough,18.42,1870.0,36.84,63.16,0.0,5.26,0.11800000000000001
,Original Crescents,17.86,1494.0,7.14,42.86,0.0,7.14,
,Reduced Fat Crescent Rolls,16.07,1494.0,7.14,42.86,0.0,3.57,0.0
,Rolls,16.28,1460.0,9.3,41.86,0.0,4.65,0.395
,Big & Buttery Crescent Rolls,16.28,1460.0,9.3,41.86,0.0,4.65,0.395
,"Green-N-Gold Cookie Dough, Sugar",18.42,1761.0,28.95,57.89,0.0,5.26,
,Break & Bake Chocolate Chip Cookie Dough,21.05,1983.0,36.84,63.16,0.0,5.26,
,Belgian Waffles,13.85,1289.0,9.23,40.0,1.5,6.15,0.1
,Cinnamon Waffles,12.86,1255.0,5.71,42.86,1.4,4.29,0.05
,"Original Corn Dogs, Honey",14.47,1209.0,11.84,31.58,1.3,7.89,
,Corn Dogs,14.47,1209.0,11.84,31.58,1.3,7.89,
,"Beef Corn Dogs, Honey",10.53,1431.0,17.11,51.32,1.3,9.21,
,Beef Summer Sausage,30.36,1494.0,,1.79,,17.86,
,Fresh Polish Sausage,26.83,1377.0,0.0,1.22,0.0,18.29,
,Pork Sausage Links,25.45,1293.0,1.82,1.82,0.0,14.55,
,Original Pork Sausage Patties,26.19,1297.0,2.38,2.38,0.0,14.29,
,Pork Sausage Patties,26.19,1297.0,3.57,3.57,0.0,14.29,
,Hot Italian Sausage,25.71,1377.0,4.29,4.29,0.0,20.0,0.3
,Mild Italian Sausage,24.29,1377.0,1.43,2.86,0.0,20.0,0.3
,Sweet Italian Sausage,25.71,1377.0,2.86,2.86,0.0,20.0,0.3
,Bratwurst,24.29,1377.0,1.43,2.86,0.0,20.0,0.3
,Beer Bratwurst,24.29,1377.0,1.43,2.86,0.0,20.0,0.3
,Sweet Italian Rope Style Sausage,25.0,1343.0,3.57,3.57,0.0,19.64,0.321
,Regular Cut Bacon,53.33,2510.0,0.0,0.0,,33.33,
,"Bacon, Naturally Hardwood Smoked, Regular Cut",53.33,2510.0,0.0,0.0,,33.33,
,"Thick Cut Bacon, Smoke",53.85,2573.0,0.0,0.0,,30.77,
,Premium Cut Turkey Bacon,12.5,1393.0,0.0,0.0,,41.67,
,Premium Turkey Bacon,5.36,598.0,1.79,3.57,,21.43,
,Center Cut Bacon,26.67,1954.0,0.0,0.0,,46.67,
,"Bacon, Lower Sodium, Regular Cut",46.67,2510.0,0.0,0.0,,33.33,
,Applewood Smoked Regular Cut Bacon,40.0,1954.0,0.0,0.0,,26.67,
,Steam N' Serve Edamame Shelled Soybeans,6.67,615.0,2.67,10.67,4.0,10.67,
,"Juice Cocktail Concentrate, Grape",0.0,1046.0,60.0,61.67,,0.0,
,"Country Style Juice Concentrate, Orange",0.0,766.0,40.0,45.0,,1.67,0.708
,"Pink Lemonade Frozen Concentrate, Pink Lemonade",0.0,1046.0,61.36,63.64,,0.0,
,"Frozen Concentrate, Lemonade",0.0,1046.0,61.36,63.64,,0.0,
,"Apple Juice Frozen Concentrate, Apple",0.0,766.0,45.0,46.67,,0.0,0.45
,Orange Juice With Calcium,0.0,837.0,40.0,45.0,,1.67,0.708
,"Limeade Frozen Concentrate, Limeade",0.0,1046.0,59.09,61.36,,0.0,
,"Frozen Concentrate, Strawberry Lemonade",0.0,699.0,45.0,46.67,,0.0,0.0
,"Frozen Concentrate, Raspberry Lemonade",0.0,766.0,40.0,43.33,,0.0,
,"Fruit Punch Frozen Concentrate, Fruit Punch",0.0,908.0,50.0,50.0,,0.0,
,Organic Blueberries,0.71,209.0,8.57,12.14,2.9,0.71,
,Organic Whole Strawberries,0.0,151.0,6.43,9.29,1.4,0.0,
,Organic Berry Medley,0.0,209.0,7.86,12.14,4.3,0.0,
,Organic Raspberries,0.0,209.0,5.0,11.43,3.6,1.43,
,Raspberries,0.0,209.0,5.0,11.43,3.6,1.43,
,Organic Berry Medley,0.0,209.0,7.86,12.14,4.3,0.0,
,Sliced Strawberries,0.0,151.0,4.29,9.29,2.1,0.0,
,Whole Strawberries,0.0,151.0,6.43,9.29,1.4,0.71,
,Sliced Strawberries,0.0,151.0,4.29,9.29,2.1,0.0,
,"Sliced Peaches, Grade A Fancy",0.0,151.0,7.14,9.29,0.7,0.71,
,Berry Medley,0.0,209.0,7.86,12.14,3.6,0.0,
,Blueberries,0.0,209.0,8.57,12.14,2.9,0.0,
,Sliced Strawberries,0.0,151.0,4.29,9.29,2.1,0.0,
,Berry Medley,0.0,209.0,7.86,12.14,3.6,0.0,
,Red Raspberries,0.0,448.0,21.43,28.57,1.4,0.71,
,Pineapple Chunks,0.0,209.0,10.0,13.57,1.4,0.71,
,Grade A Fancy Wild Blueberries,0.71,209.0,5.0,12.14,4.3,0.71,
,Peas And Carrots,0.0,280.0,4.44,10.0,3.3,2.22,
,Broccoli Cuts,0.0,117.0,1.11,4.44,2.2,1.11,
,Italian Blend,0.0,172.0,2.35,7.06,2.4,1.18,
,Oriental Blend,0.0,109.0,2.11,5.26,2.1,1.05,
,Winter Blend Broccoli And Cauliflower,0.0,117.0,2.22,4.44,2.2,1.11,
,Organic Steamable Broccoli Florets,0.0,146.0,2.35,4.71,2.4,1.18,
,Steamable Edamame Soybeans In The Pod,2.35,297.0,1.18,4.71,2.4,4.71,
,Quinoa Salad,5.66,749.0,1.89,27.36,4.7,5.66,
,Freekeh Salad With Zucchini & Seaweed,4.72,552.0,0.94,18.87,2.8,2.83,
,Authentic Italian Macaroni & Cheese,3.56,669.0,3.11,24.44,1.3,7.11,
,"Potato Crowns, Shaped Shredded Potatoes",9.3,778.0,0.0,24.42,2.3,2.33,0.29100000000000004
,Curly French Fried Potatoes,9.41,787.0,0.0,24.71,2.4,2.35,0.235
,Crispy Golden Tater Puffs,9.3,778.0,0.0,26.74,1.2,1.16,0.267
,"O'Brien, Cubed Potatoes With Onions And Peppers",0.0,247.0,1.18,12.94,2.4,1.18,0.212
,Shredded Hash Browns Potatoes,0.0,393.0,0.0,20.0,2.4,2.35,0.353
,French Fried Potatoes,3.53,590.0,0.0,24.71,2.4,2.35,0.341
,Regular Pie Crusts,22.22,1858.0,5.56,50.0,0.0,5.56,
,Pie Crusts,23.81,1795.0,4.76,52.38,0.0,4.76,
,French Style Classic Dinner Rolls,2.33,1071.0,2.33,53.49,2.3,9.3,
,"Garlic Bread, Original",12.28,1322.0,1.75,43.86,1.8,7.02,
,Multigrain Waffles,8.57,1075.0,4.29,40.0,4.3,5.71,0.136
,Home Style Waffles,10.0,1075.0,2.86,38.57,1.4,5.71,0.05
,Buttermilk Waffles,8.57,1075.0,2.86,37.14,1.4,5.71,0.086
,Whole Wheat Waffles,10.0,1134.0,4.29,38.57,5.7,7.14,0.214
,Homestyle Waffles,10.0,1075.0,2.86,38.57,1.4,5.71,0.05
,Buttermilk Pancakes,5.13,1071.0,11.11,41.88,1.7,5.13,0.171
,Home Style Pancakes,5.13,1071.0,11.11,41.88,1.7,5.13,0.171
,"Croissant Sandwitches, Sausage, Egg & Cheese",21.54,1351.0,4.62,22.31,0.8,10.0,
,"Croissant Sandwiches, Ham, Egg & Cheese",15.32,1205.0,5.41,26.13,0.9,9.91,
,"Sausage, Egg & Cheese Biscuit Sandwiches",20.0,1222.0,3.08,19.23,0.8,9.23,
,"Flatbread Sandwiches, Ham, Egg & Pepper Jack Cheese",9.62,887.0,3.85,21.15,4.8,12.5,
,"Flatbread Sandwiches, Egg & Cheese",9.38,870.0,3.12,22.92,5.2,11.46,
,"Light Wheat Muffin Sandwiches, Turkey Sausage, Egg While & Cheese",5.52,720.0,1.38,20.0,0.7,10.34,
,"Light Croissant Sandwiches, Turkey Sausage, Egg White & Cheese",8.27,849.0,3.01,20.3,0.8,10.53,
,"Select, Creamy Ricotta, Romano, Parmesan And Asiago Cheese, Ravioli",7.08,778.0,0.0,23.89,0.9,8.85,
,"Select, Four Cheese Jumbo Ravioli",7.96,741.0,0.0,18.58,0.9,8.85,
,"Select, Beef Ravioli",5.31,816.0,0.0,23.89,1.8,11.5,
,"Select, Ravioli, Portobello Mushroom",5.31,703.0,0.0,24.78,1.8,7.96,
,"Select, Cheese Tortellacci",7.96,1000.0,0.0,34.51,1.8,10.62,
,"Select, Spinach Ravioli",5.31,741.0,0.0,24.78,1.8,8.85,
,Beer Battered Fish Fillets,13.73,941.0,0.0,14.71,0.0,8.82,
,"Fisherman's, Alaska Pollock Crunchy Fish Sticks",10.0,941.0,1.25,22.5,1.2,11.25,
,"Fisherman's Reserve, Crunchy Fish Fillets",8.93,895.0,0.89,23.21,0.9,10.71,
,Fisherman's Reserve Beer Battered Cod Fillets,5.36,787.0,0.0,17.86,0.9,11.61,
,Fisherman's Reserve Cheddar Bacon Encrusted Flounder,15.04,1075.0,0.88,19.47,2.6,11.5,
,"Fisherman's Reserve, Breaded Parmesan Encrusted Tilapia",12.39,962.0,0.0,19.47,1.8,10.62,
,Breaded Parmesan Encrusted Tilapia,16.81,1109.0,1.77,14.16,1.8,13.27,
,Breaded Tortilla & Lime Encrusted Tilapia,14.16,1038.0,2.65,18.58,1.8,11.5,
,Encrusted Tilapia,11.5,925.0,2.65,17.7,1.8,12.39,
,Breaded Cheddar Bacon Encrusted Shrimp,15.04,1075.0,0.88,21.24,1.8,8.85,
,"Fisherman's, Tilapia Fillets",9.86,678.0,0.0,1.41,0.7,16.9,
,Whole Tilapia Fillet,11.97,736.0,0.7,1.41,0.0,16.2,
,"Fisherman's, Wild Pacific Salmon Fillets",5.63,590.0,0.0,3.52,1.4,19.01,
,Wild Pacific Salmon Fillets,14.08,824.0,0.0,0.7,0.0,16.2,
,"Fisherman's, Cod Fillets",2.94,418.0,0.0,5.29,0.6,12.35,
,"Fisherman's Reserve, Wild Pacific Salmon Fillets, Premium Wild Caught, Tender Salmon With A Sweet And Savory Peach Salsa Glaze, Sweet & Spicy Peach Salsa",3.53,444.0,2.35,4.12,0.6,14.12,
,"Fisherman's Reserve, Wild Pacific Salmon Fillets",5.88,565.0,1.76,5.29,1.2,14.71,
,Tilapia Fillets,2.65,406.0,0.0,0.0,0.0,18.58,
,"Fisherman's Reserve, Swai Fillets",1.77,368.0,0.0,0.0,0.0,18.58,
,"Fisherman's Reserve, Atlantic Salmon Fillets",13.27,887.0,0.0,0.0,0.0,20.35,
,Wild Caught Mahi Mahi Fillets,0.88,368.0,0.0,0.0,0.0,18.58,
,"Fisherman's Reserve, Wild Caught Halibut Fillets",1.33,368.0,0.0,0.0,0.0,18.58,
,"Fisherman's Reserve, Wild Caught Great Lakes Walleye Fillets",1.75,402.0,0.0,0.0,0.0,19.3,
,"Fisherman's, Whitefish Fillets",3.51,439.0,0.0,0.0,0.0,19.3,
,"Fisherman's Reserve, Great Lakes Bluegill Fillets",0.0,293.0,0.0,0.0,0.0,17.0,
,Cream Bars,5.56,699.0,18.52,27.78,0.0,1.85,
,Ice Cream,8.7,728.0,17.39,23.19,0.0,2.9,
,"Select, Ice Cream, Death By Chocolate",11.43,895.0,20.0,27.14,1.4,4.29,
,"Select, Ice Cream, Vanilla Bean",8.7,787.0,20.29,24.64,0.0,2.9,
,"Select, Light Ice Cream, Vanilla Bean",4.39,732.0,22.81,28.07,0.0,5.26,
,"Select, Ice Cream, Mint Chocolate Chip",11.59,908.0,21.74,27.54,0.0,2.9,
,"Select, Ice Cream, French Vanilla",10.14,849.0,20.29,24.64,0.0,4.35,
,"Select, Light Ice Cream, Chocolate Chip Cookie Dough",5.26,808.0,24.56,33.33,0.0,5.26,
,"Select, Ice Cream, Chocolate",8.57,778.0,18.57,24.29,1.4,4.29,
,"Ice Cream, Chocolate Chip, Cookie Dough",10.14,908.0,23.19,30.43,0.0,2.9,
,"Select, Rich Chocolate Ice Cream, Double Fudge Brownie",10.0,895.0,22.86,30.0,1.4,4.29,
,"Select, Light Ice Cream, Chocolate Fudge Chunk",5.08,778.0,22.03,30.51,1.7,5.08,
,Ice Cream,8.7,908.0,23.19,31.88,0.0,2.9,
,Rainbow Sherbet,1.18,540.0,20.0,30.59,0.0,0.0,
,"Ice Cream, New York Vanilla",10.94,849.0,18.75,25.0,0.0,3.12,
,Ice Cream,12.5,979.0,21.88,28.12,0.0,3.12,
,"Ice Cream, Chocolate Chip Cookie Dough",10.94,916.0,21.88,28.12,0.0,3.12,
,"Ice Cream, Neapolitan",10.94,849.0,18.75,25.0,0.0,3.12,
,"Light Ice Cream, Black Bing Cherry",4.39,732.0,26.32,29.82,0.0,3.51,
,"Ice Cream, Vanilla",4.39,732.0,22.81,26.32,0.0,5.26,
,"Light Ice Cream, Chocolate Chip",6.14,808.0,24.56,29.82,0.0,5.26,
,Light New York Ice Cream,4.24,707.0,22.03,27.12,0.0,5.08,
,Ice Cream,7.81,787.0,23.44,26.56,0.0,3.12,
,"Ice Cream, Vanilla",9.52,795.0,19.05,23.81,0.0,3.17,
,"Ice Cream, Cookies & Cream",10.94,916.0,20.31,28.12,0.0,3.12,
,"Ice Cream, Mint Chocolate Chip",12.5,979.0,21.88,28.12,0.0,3.12,
,"Ice Cream, Fudge Swirl",9.38,916.0,21.88,28.12,0.0,3.12,
,"Fudge Bars, Chocolate",0.0,544.0,20.78,27.27,0.0,2.6,
,"Ice Cream Sandwiches, Vanilla",8.33,1117.0,21.67,43.33,0.0,5.0,
,"Ice Cream Bars, Orange",5.56,699.0,18.52,27.78,0.0,1.85,
,"Ice Cream Bars, Vanilla",23.4,1335.0,23.4,25.53,0.0,2.13,
,"Ice Cream Sandwiches, Vanilla",7.5,837.0,3.33,36.67,3.3,5.0,
,Ice Cream Cups,10.2,854.0,16.33,24.49,0.0,4.08,
,Junior Pops,0.0,297.0,14.29,17.86,0.0,0.0,
,Ice Cream Bars,23.29,1377.0,24.66,26.03,0.0,2.74,
,Ice Cream Bars,19.18,1318.0,27.4,30.14,1.4,4.11,
,Ice Cream Bars,29.87,1795.0,31.17,36.36,2.6,3.9,
,Natural Fruit Bars,1.69,531.0,27.12,28.81,0.8,0.0,
,Fruit Bars,0.0,389.0,13.56,22.88,0.0,0.0,
,Fruit Bars,0.0,427.0,25.42,26.27,0.8,0.0,
,Fruit Bars,0.0,427.0,25.42,24.58,1.7,0.85,
,Original Breakfast Sausage Patties,25.0,1305.0,0.0,3.12,0.0,15.62,
,"Maple, Breakfast Sausage Patties",25.0,1305.0,,3.12,,15.62,
,Original Breakfast Sausage,29.09,1443.0,0.0,1.82,0.0,18.18,
,"Breakfast Sausage, Maple",29.09,1443.0,3.64,3.64,0.0,16.36,
,Cooked Medium Shrimp,0.59,247.0,0.0,0.0,0.0,14.12,
,"Fisherman's Reserve, Jumbo Butterfly Shrimp",16.67,1297.0,2.38,27.38,1.2,13.1,
,"Fisherman's Reserve, Jumbo Butterfly Shrimp",16.67,1297.0,2.38,27.38,1.2,13.1,
,Wild Caught Brown Gulf Shrimp,1.77,444.0,0.0,0.88,0.0,20.35,
,Large Platter Cocktail Shrimp,0.59,247.0,0.0,0.0,0.0,12.94,
,"Fisherman's Reserve, Shrimp Cocktail Medium Platter",0.59,247.0,0.0,0.0,0.0,12.94,
,"Fisherman's, Jumbo Shrimp",0.59,247.0,0.0,0.0,0.0,14.12,
,"Fisherman's, Large Sea Scallops",0.88,297.0,0.0,0.88,0.0,15.04,
,"The Candy Shoppe, Starlight Mints",0.0,1674.0,73.33,100.0,0.0,0.0,
,"Select, Milk Chocolate, Peanut Butter Cups",29.73,2151.0,56.76,62.16,2.7,8.11,
,"Select, Milk Chocolate Caramel Cups",21.62,1920.0,56.76,64.86,0.0,2.7,
,"Select, Mint Cups, Dark Chocolate",27.03,2151.0,56.76,64.86,2.7,5.41,
,"Select, Milk Chocolate Macadamias",42.5,2406.0,42.5,47.5,2.5,5.0,
,"Select, Cherries, Milk Chocolate, Plump, Juicy Cherries Drenched In Smooth Milk Chocolate",17.5,1883.0,62.5,70.0,2.5,2.5,
,Dark Chocolate Blueberries,20.0,1778.0,52.5,67.5,10.0,2.5,
,"Select, Milk Chocolate Sea Salt Caramels",17.5,1778.0,62.5,62.5,0.0,2.5,
,"Select, Dark Chocolates, Sea Salt, Caramels",17.5,1778.0,57.5,62.5,2.5,2.5,
,"Select, Milk Chocolate Almonds",35.0,2197.0,45.0,50.0,5.0,7.5,
,"Select, Dark Chocolate, Almond",37.5,2197.0,35.0,50.0,7.5,7.5,
,Milk Chocolate Cashews,37.5,2301.0,35.0,47.5,2.5,7.5,
,"Select, Dark Chocolate Espresso Beans",30.0,1987.0,42.5,57.5,5.0,5.0,
,Dark Chocolate Pomegranate Cranberries,25.0,1883.0,35.0,45.0,5.0,2.5,
,"Organic Almonds, Dark Chocolate",35.56,2138.0,35.56,51.11,6.7,8.89,
,Dark Chocolate Banana Chips,31.58,2092.0,42.11,60.53,7.9,5.26,
,Organic Dark Chocolate Cranberries,22.22,1858.0,55.56,68.89,6.7,4.44,
,Roasted Almonds Covered In Rich Dark Chocolate,37.5,2197.0,37.5,50.0,7.5,7.5,0.75
,Dark Chocolate Coffee Beans,30.0,1987.0,42.5,57.5,10.0,5.0,0.825
,Pure Milk Chocolate Almonds,35.0,2197.0,42.5,47.5,5.0,7.5,0.375
,"Select, Greek Yogurt Powerberry Mix, Blueberry And Cranberry",17.5,1883.0,62.5,70.0,2.5,5.0,0.08800000000000001
,"Select, Pure Milk Chocolate Caramelettes With Sea Salt",24.39,1937.0,58.54,63.41,2.4,4.88,0.22
,Dark Chocolate,25.0,1883.0,55.0,65.0,5.0,5.0,0.525
,Dark Chocolate Coconut Bites,33.33,2146.0,46.15,56.41,7.7,5.13,0.385
,Orange Gelatin Dessert,0.0,1594.0,90.48,90.48,,4.76,
,"Gelatin Dessert, Lime",0.0,1594.0,90.48,90.48,,4.76,
,"Gelatin Dessert, Strawberry",0.0,1594.0,90.48,90.48,,4.76,
,Crispy Golden Onion Rings,11.36,950.0,3.41,28.41,4.6,2.27,
,Sweet Pickle Relish,0.0,280.0,20.0,20.0,,0.0,
,Hot Banana Pepper Rings,0.0,0.0,,3.57,,0.0,
,"Red Wine Vinegar, Red Wine",0.0,0.0,0.0,0.0,,0.0,
,Red Wine Vinegar,0.0,0.0,0.0,0.0,0.0,0.0,
,American Potato Salad,19.87,941.0,1.32,11.26,2.0,1.99,
,Organic Chocolate Fruit & Nut Trail Mix,26.67,1954.0,33.33,50.0,6.7,13.33,
,"Organic Power Trail Mix, Goji Berry",26.67,1954.0,30.0,46.67,10.0,13.33,
,"Organic, Harvest Seeds & Nuts Trail Mix",23.33,1954.0,30.0,43.33,6.7,13.33,
,Raw Walnuts,66.67,2929.0,3.33,10.0,10.0,16.67,
,Organic Raw Almonds,50.0,2372.0,3.33,16.67,13.3,23.33,
,Roasted & Salted Whole Cashews,46.67,2510.0,6.67,30.0,3.3,16.67,
,"Organic Dry Roasted Peanuts, Salted",50.0,2510.0,3.33,20.0,10.0,23.33,
,Raw Pecan Halves,70.0,2929.0,3.33,13.33,10.0,10.0,
,Fruit & Nut Trail Mix,26.67,1954.0,33.33,43.33,6.7,10.0,
,Brown Gravy Mix,8.33,1745.0,0.0,66.67,0.0,0.0,
,Country Gravy Mix,22.22,2092.0,11.11,55.56,0.0,11.11,
,Chicken Gravy Mix,16.67,1745.0,16.67,33.33,0.0,16.67,
,Sloppy Joe Seasoning Mix,0.0,1393.0,22.22,66.67,0.0,0.0,
,Chili Seasoning Mix,0.0,1393.0,11.11,66.67,11.1,11.11,
,Thick & Zesty Spaghetti Sauce Mix,0.0,1833.0,25.0,50.0,0.0,0.0,
,Organic Baby Spinach Leaves,0.0,100.0,0.0,3.53,2.4,2.35,
,Baby Arugula,0.59,121.0,2.35,3.53,1.2,2.35,
,Organic Baby Spinach,0.0,100.0,0.0,3.53,2.4,2.35,
,"Supermarkets, Heart Pretzelsa",22.5,1987.0,47.5,72.5,0.0,2.5,
,White Valentines Cookie,23.81,2092.0,52.38,69.05,0.0,2.38,
,Raspberry Chocolate Fudge,11.9,1594.0,54.76,66.67,2.4,2.38,
,Sweet And Salty Pecan Halves,36.67,2372.0,50.0,56.67,3.3,3.33,
,Pealine Pecan Halves,11.67,699.0,16.67,50.0,3.3,6.67,
,Whole Basil,0.0,0.0,0.0,0.0,0.0,0.0,
,Bay Leaves,0.0,0.0,0.0,0.0,0.0,0.0,
,Garlic Salt,0.0,0.0,0.0,0.0,0.0,0.0,
,Italian Seasoning,0.0,0.0,0.0,0.0,0.0,0.0,
,Pizza Topper,0.0,0.0,0.0,0.0,0.0,0.0,
,Pulled Bbq Seasoning,0.0,0.0,0.0,0.0,0.0,0.0,
,Rosemary,0.0,0.0,0.0,0.0,0.0,0.0,
,Sea Salt,0.0,0.0,0.0,0.0,0.0,0.0,
,Raw Almonds,50.0,2439.0,5.56,11.11,11.1,22.22,
,"All Natural Granola, French Vanilla",15.0,1778.0,10.0,65.0,7.5,10.0,
,"All Natural Pita Chips, Black Bean & Salsa",14.29,1941.0,3.57,67.86,3.6,10.71,
,Pita Chips,16.07,1941.0,3.57,64.29,7.1,14.29,
,All Natural Pita Chips With Sea Salt,14.29,1941.0,3.57,67.86,3.6,10.71,
en:milk,Tzatziki Sauce,1.79,448.0,0.0,7.14,0.0,3.57,
,"Jelly Belly Candy, Cane Jelly Beans",0.0,1531.0,68.29,90.24,0.0,0.0,
,Christmas Deluxe Mix,6.98,1753.0,65.12,79.07,0.0,2.33,
